book_title,ban_date,collection_successful,error,state,avg_search_before,avg_search_after,max_search_before,max_search_after,min_search_before,min_search_after,percent_change,absolute_change,volatility,data_collected
Summer Bird Blue,2022-02-01,True,,Tennessee,1.11,2.0,100.0,100.0,0.0,0.0,80.0,0.89,12.01,2026-02-07 13:13:26
10 Things I Can See from Here,2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:13:39
When They Call You a Terrorist (Young Adult Edition): A Story of Black Lives Matter and the Power to Change the World,2022-02-01,False,The request failed: Google returned a response with code 400,Tennessee,,,,,,,,,,
We Set the Dark on Fire (We Set the Dark on Fire Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:14:00
Her Royal Highness (Royals Series),2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 13:14:13
Gold Wings Rising (Skybound Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:14:26
You Brought Me the Ocean,2022-02-01,True,,Tennessee,3.04,1.11,100.0,100.0,0.0,0.0,-63.5,-1.93,13.84,2026-02-07 13:14:40
What If It's Us (What If It's Us Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:14:53
When We Were Magic,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:15:06
A Quick & Easy Guide to They/Them Pronouns,2022-02-01,True,,Tennessee,2.04,0.0,100.0,0.0,0.0,0.0,-100.0,-2.04,13.61,2026-02-07 13:15:19
Encyclopedia of Sex & Gender: 4 Volume Set,2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:15:32
The Tyrant’s Tomb (The Trials of Apollo Series),2022-02-01,True,,Tennessee,0.0,1.57,0.0,100.0,0.0,0.0,inf,1.57,11.28,2026-02-07 13:15:46
The Glass Castle,2022-02-01,True,,Missouri,56.63,55.18,100.0,100.0,0.0,19.0,-2.57,-1.46,19.9,2026-02-07 13:15:59
"Blue Flag, Vol. 3 (Blue Flag Series)",2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:16:12
The Perks of Being a Wallflower,2022-02-01,True,,Tennessee,38.84,59.3,100.0,100.0,22.0,30.0,52.66,20.46,16.9,2026-02-07 13:16:25
The Scapegracers (Scapegracers Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:16:38
How Beautiful the Ordinary: Twelve Stories of Identity,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:16:51
Fire Song,2022-02-01,True,,Tennessee,63.9,71.5,100.0,100.0,41.0,53.0,11.89,7.6,10.74,2026-02-07 13:17:05
Last Night at the Telegraph Club,2022-02-01,True,,Tennessee,4.23,6.27,100.0,100.0,0.0,0.0,48.03,2.03,19.91,2026-02-07 13:17:18
The Life and (Medieval) Times of Kit Sweetly,2022-02-01,True,,Tennessee,1.9,0.0,100.0,0.0,0.0,0.0,-100.0,-1.9,12.79,2026-02-07 13:17:31
Ship It,2022-02-01,True,,Tennessee,68.88,82.77,100.0,100.0,49.0,64.0,20.16,13.89,10.9,2026-02-07 13:17:44
Ember Queen (Ash Princess Trilogy Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:17:57
Late to the Party,2022-02-01,True,,Tennessee,26.49,47.32,100.0,100.0,0.0,0.0,78.65,20.83,29.83,2026-02-07 13:18:11
All We Can Do Is Wait,2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:18:24
Act Cool,2022-02-01,True,,Tennessee,7.03,24.49,100.0,100.0,0.0,0.0,248.18,17.46,27.96,2026-02-07 13:18:37
Dragonwings,2022-02-01,True,,Tennessee,1.88,4.1,100.0,100.0,0.0,0.0,118.34,2.22,14.56,2026-02-07 13:18:50
How to Make a Wish,2022-02-01,True,,Tennessee,41.52,46.03,100.0,100.0,0.0,0.0,10.86,4.51,25.65,2026-02-07 13:19:03
Carry On (Simon Snow Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:19:16
Night Shine (Night Shine Series),2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:19:29
Between Perfect and Real,2022-02-01,True,,Tennessee,0.0,1.94,0.0,100.0,0.0,0.0,inf,1.94,13.03,2026-02-07 13:19:42
A Better Bad Idea,2022-02-01,True,,Tennessee,0.0,1.98,0.0,100.0,0.0,0.0,inf,1.98,13.22,2026-02-07 13:19:55
I'm a Wild Seed: My Graphic Memoir on Queerness and Decolonizing the World,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:20:08
"Blue Flag, Vol. 4 (Blue Flag Series)",2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:20:21
Flamer,2022-02-01,True,,Texas,9.58,19.48,100.0,100.0,0.0,0.0,103.36,9.9,28.16,2026-02-07 13:20:34
The Upside of Unrequited (Simonverse Series),2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 13:20:47
The City Beautiful,2022-02-01,True,,Tennessee,41.49,56.84,100.0,100.0,0.0,0.0,37.01,15.36,30.76,2026-02-07 13:21:00
"Trans+: Love, Sex, Romance, and Being You",2022-02-01,True,,Tennessee,73.37,59.16,100.0,100.0,59.0,44.0,-19.37,-14.21,10.51,2026-02-07 13:21:14
The Hidden Oracle (The Trials of Apollo Series),2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:21:27
Heartstopper: Volume Three (Heartstopper Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:21:41
The Dangerous Art of Blending In,2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 13:21:54
Aesop Lake,2022-02-01,True,,Tennessee,2.17,1.11,100.0,100.0,0.0,0.0,-48.72,-1.06,12.59,2026-02-07 13:22:07
If We Were Us,2022-02-01,True,,Tennessee,24.41,44.26,100.0,100.0,0.0,0.0,81.29,19.84,24.87,2026-02-07 13:22:20
That Inevitable Victorian Thing,2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 13:22:33
Darius the Great Deserves Better (Darius the Great Series),2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:22:46
The Black Flamingo,2022-02-01,True,,Tennessee,1.99,0.0,100.0,0.0,0.0,0.0,-100.0,-1.99,13.29,2026-02-07 13:22:59
"Date Me, Bryson Keller",2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:23:13
Influence,2022-02-01,True,,Tennessee,45.29,67.31,100.0,100.0,13.0,36.0,48.63,22.02,21.15,2026-02-07 13:23:26
The Summer of Everything,2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:23:39
The Red Scrolls of Magic (The Eldest Curses Series),2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 13:23:53
The Pride Guide: A Guide to Sexual and Social Health for LGBTQ Youth,2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:24:06
Verona Comics,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:24:19
The New Queer Conscience,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:24:32
Teaching When the World Is on Fire,2022-02-01,True,,Tennessee,1.11,1.11,100.0,100.0,0.0,0.0,0.0,0.0,10.48,2026-02-07 13:24:46
Queer: The Ultimate LGBTQ Guide for Teens,2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:24:59
Geography Club (Russel Middlebrook Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:25:12
Crier's War (Crier's War Series),2022-02-01,True,,Tennessee,2.08,0.0,100.0,0.0,0.0,0.0,-100.0,-2.08,13.82,2026-02-07 13:25:25
Here's to Us,2022-02-01,True,,Tennessee,6.64,10.6,100.0,100.0,0.0,0.0,59.53,3.96,23.84,2026-02-07 13:25:38
The Weight of the Stars,2022-02-01,True,,Tennessee,3.26,3.92,100.0,100.0,0.0,0.0,20.48,0.67,17.92,2026-02-07 13:25:52
The Witch King (The Witch King Series),2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:26:05
Being Jazz: My Life as a (Transgender) Teen,2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 13:26:18
The Burning Maze (The Trials of Apollo Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:26:31
Simon vs. the Homo Sapiens Agenda (Simonverse Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:26:44
Gideon the Ninth (The Locked Tomb Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:26:58
Follow Your Arrow,2022-02-01,True,,Tennessee,1.11,4.61,100.0,100.0,0.0,0.0,315.0,3.5,15.52,2026-02-07 13:27:11
"Stamped: Racism, Antiracism, and You",2022-02-01,True,,Tennessee,1.11,1.11,100.0,100.0,0.0,0.0,0.0,0.0,10.48,2026-02-07 13:27:24
Sister Outsider: Essays and Speeches,2022-02-01,True,,Tennessee,1.11,1.11,100.0,100.0,0.0,0.0,0.0,0.0,10.48,2026-02-07 13:27:37
Bingo Love #1,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:27:50
The Bride Was a Boy,2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:28:03
The Book of Essie,2022-02-01,True,,Tennessee,1.11,1.11,100.0,100.0,0.0,0.0,0.0,0.0,10.48,2026-02-07 13:28:17
Birthday,2022-02-01,True,,Tennessee,61.73,67.04,100.0,100.0,45.0,56.0,8.6,5.31,8.56,2026-02-07 13:28:30
I am Jazz,2022-02-01,True,,Georgia,32.07,12.33,100.0,100.0,7.0,0.0,-61.54,-19.73,18.32,2026-02-07 13:28:43
"Allies: Real Talk About Showing Up, Screwing Up, And Trying Again",2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 13:28:56
I Kissed Alice,2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:29:09
Pride: Celebrating Diversity & Community,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:29:22
Sometime After Midnight,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:29:35
A Complicated Love Story Set in Space,2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:29:48
Beloved,2022-02-01,True,,Texas,62.48,70.64,100.0,100.0,30.0,57.0,13.07,8.17,13.21,2026-02-07 13:30:02
As I Descended,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:30:14
The Marvelous,2022-02-01,True,,Tennessee,55.33,26.67,100.0,100.0,27.0,9.0,-51.81,-28.67,22.51,2026-02-07 13:30:28
No Ashes in the Fire: Coming of Age Black and Free in America,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:30:41
"Blue Flag, Vol. 6 (Blue Flag Series)",2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:30:54
"Kings, Queens, and In-Betweens",2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 13:31:07
Blanca & Roja,2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:31:21
The Black Lives Matter Movement,2022-02-01,True,,Tennessee,4.72,19.86,100.0,100.0,0.0,0.0,320.47,15.13,27.51,2026-02-07 13:31:34
Wayward Son (Simon Snow Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:31:47
Cool for the Summer,2022-02-01,True,,Tennessee,4.0,40.77,100.0,100.0,0.0,0.0,919.17,36.77,31.09,2026-02-07 13:32:00
Flawless (Pretty Little Liars Series),2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:32:13
As Far As You'll Take Me,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:32:26
Symptoms of Being Human,2022-02-01,True,,Tennessee,1.98,1.11,100.0,100.0,0.0,0.0,-43.82,-0.87,11.94,2026-02-07 13:32:39
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:32:53
Your Rights as an LGBTQ+ Teen,2022-02-01,True,,Tennessee,83.91,71.6,100.0,100.0,64.0,59.0,-14.67,-12.31,8.96,2026-02-07 13:33:08
The Witch Owl Parliament (Clockwork Curandera Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:33:23
Black Wings Beating (Skybound Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:33:38
Get a Clue (Bookish Boyfriends Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:34:18
"Blue Flag, Vol. 2 (Blue Flag Series)",2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:34:32
The Witch's Hand (The Montague Twins),2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:34:45
The Darkness Outside Us,2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 13:34:58
Heartstopper: Volume One (Heartstopper Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:35:11
"#Hockey (Check, Please! Series)",2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:35:24
Trans Mission: My Quest to a Beard,2022-02-01,True,,Texas,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 13:35:38
All Our Hidden Gifts (All Our Hidden Gifts Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:35:51
The Love Curse of Melody McIntyre,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:36:04
Short Stuff: A Young Adult LGBTQ+ Anthology,2022-02-01,True,,Tennessee,58.77,42.33,100.0,100.0,41.0,31.0,-27.96,-16.43,11.97,2026-02-07 13:36:17
Speak for Yourself,2022-02-01,True,,Tennessee,18.39,23.12,100.0,100.0,0.0,0.0,25.74,4.73,27.3,2026-02-07 13:36:31
And She Was,2022-02-01,True,,Tennessee,45.8,59.96,100.0,100.0,16.0,31.0,30.91,14.16,18.18,2026-02-07 13:36:44
"Blue Flag, Vol. 7 (Blue Flag Series)",2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:36:57
Body Talk: 37 Voices Explore Our Radical Anatomy,2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:37:10
Darius the Great Is Not Okay (Darius the Great Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:37:23
Understanding Gender Identity,2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:37:36
Wings of Shadow (Crown of Feathers Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:37:49
Death Prefers Blondes,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:38:03
Master of One,2022-02-01,True,,Tennessee,56.31,52.94,100.0,100.0,0.0,26.0,-5.98,-3.37,19.05,2026-02-07 13:38:16
Yesterday Is History,2022-02-01,True,,Tennessee,2.18,2.66,100.0,100.0,0.0,0.0,21.94,0.48,14.52,2026-02-07 13:38:29
The Fell of Dark,2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:38:42
The Girls I've Been,2022-02-01,True,,Tennessee,1.11,1.11,100.0,100.0,0.0,0.0,0.0,0.0,10.48,2026-02-07 13:38:55
We Are Okay,2022-02-01,True,,Tennessee,8.92,42.77,100.0,100.0,0.0,0.0,379.33,33.84,35.01,2026-02-07 13:39:09
The Lost Book of the White (The Eldest Curses Series),2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:39:22
Of Fire and Stars (Of Fire and Stars Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:39:35
Gender Identity: Beyond Pronouns and Bathrooms,2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 13:39:48
Almost Perfect,2022-02-01,True,,North Carolina,9.48,35.17,100.0,100.0,0.0,0.0,271.04,25.69,29.99,2026-02-07 13:40:01
More Happy Than Not,2022-02-01,True,,Tennessee,5.31,21.72,100.0,100.0,0.0,0.0,309.0,16.41,25.95,2026-02-07 13:40:14
"It Doesn't Have to Be Awkward: Dealing with Relationships, Consent, and Other Hard-to-Talk-About Stuff",2022-02-01,False,The request failed: Google returned a response with code 400,Tennessee,,,,,,,,,,
A Quick & Easy Guide to Queer & Trans Identities,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:40:35
"The Legend of Korra: Turf Wars, Part Two",2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 13:40:49
Girls Made of Snow and Glass,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:41:02
Gender Queer: A Memoir,2022-02-01,True,,Washington,1.98,0.0,100.0,0.0,0.0,0.0,-100.0,-1.98,13.22,2026-02-07 13:41:15
Fat Angie (Fat Angie Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:41:28
Wayward Witch (Brooklyn Brujas Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:41:41
Witchlight,2022-02-01,True,,Tennessee,26.86,41.8,100.0,100.0,0.0,0.0,55.65,14.94,32.09,2026-02-07 13:41:54
Gender Queer: A Memoir,2022-02-01,True,,Idaho,1.98,0.0,100.0,0.0,0.0,0.0,-100.0,-1.98,13.22,2026-02-07 13:42:07
Tricks (Tricks Series),2022-02-01,True,,Georgia,1.92,1.11,100.0,100.0,0.0,0.0,-42.2,-0.81,11.77,2026-02-07 13:42:20
The Sky Is Mine,2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 13:42:33
Every Heart a Doorway (Seanan McGuire Series),2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 13:42:47
Not My Problem,2022-02-01,True,,Tennessee,49.57,63.79,100.0,100.0,0.0,29.0,28.69,14.22,15.46,2026-02-07 13:43:00
The Gentleman's Guide to Vice and Virtue (Montague Siblings Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:43:13
Who I Was with Her,2022-02-01,True,,Tennessee,43.22,51.27,100.0,100.0,0.0,13.0,18.61,8.04,25.23,2026-02-07 13:43:26
The Art of Fielding,2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 13:43:39
The Midnight Lie (Forgotten Gods Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:43:52
The Key to You and Me,2022-02-01,True,,Tennessee,1.9,18.49,100.0,100.0,0.0,0.0,873.1,16.59,25.84,2026-02-07 13:44:05
Somebody Told Me,2022-02-01,True,,Tennessee,43.52,67.78,100.0,100.0,0.0,27.0,55.73,24.26,20.96,2026-02-07 13:44:18
Me Myself & Him,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:44:31
Six of Crows (Six of Crows Series),2022-02-01,True,,Tennessee,3.0,3.5,100.0,100.0,0.0,0.0,16.67,0.5,15.73,2026-02-07 13:44:44
Out of Darkness,2022-02-01,True,,Texas,26.13,60.49,100.0,100.0,0.0,0.0,131.46,34.36,25.0,2026-02-07 13:44:57
Ghost Wood Song,2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 13:45:10
Cheer Up: Love and Pompoms,2022-02-01,True,,Tennessee,1.11,1.11,100.0,100.0,0.0,0.0,0.0,0.0,10.48,2026-02-07 13:45:23
Bruja Born (Brooklyn Brujas Series),2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 13:45:36
And I Darken (The Conqueror's Saga Series),2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:45:50
Fancy White Trash,2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:46:03
The Ballad of Ami Miles,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:46:16
And Tango Makes Three,2022-02-01,True,,Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:46:29
The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:46:42
The Gender Quest Workbook: A Guide for Teens and Young Adults Exploring Gender Identity,2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 13:46:56
Tonight We Rule the World,2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 13:47:09
The Storm of Life (The Brilliant Death Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:47:22
Bonds of Brass,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:47:35
If I Was Your Girl,2022-02-01,True,,Tennessee,0.0,4.98,0.0,100.0,0.0,0.0,inf,4.98,20.59,2026-02-07 13:47:48
Girls at the Edge of the World,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:48:02
Soul of Cinder (Heart of Thorns Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:48:14
I Wish You All the Best (I Wish You All the Best Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:48:28
Victories Greater Than Death (Unstoppable Series),2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 13:48:41
The Lady's Guide to Petticoats and Piracy (Montague Siblings Series),2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:48:54
"Be Strong, Be Wise: The Young Adult’s Guide to Sexual Assault Awareness and Personal Safety",2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:49:08
"Sticks & Scones (Check, Please! Series)",2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:49:22
"Gabi, a Girl in Pieces",2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:49:35
The Imitation Game: Alan Turing Decoded,2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 13:49:48
Rapture Practice: A True Story About Growing Up Gay in an Evangelical Family,2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:50:01
We Are Not Broken,2022-02-01,True,,Tennessee,1.11,12.19,100.0,100.0,0.0,0.0,997.0,11.08,21.65,2026-02-07 13:50:15
Synchro Boy,2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 13:50:28
Burn Our Bodies Down,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:50:41
Heart of Flames (Crown of Feathers Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:50:54
The Kite Runner,2022-02-01,True,,Georgia,41.53,46.8,100.0,100.0,0.0,0.0,12.68,5.27,21.66,2026-02-07 13:51:07
Bruised,2022-02-01,True,,Tennessee,18.84,78.53,100.0,100.0,9.0,66.0,316.75,59.69,32.67,2026-02-07 13:51:20
